"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"10:53:10.800, 11 giu 2023","13,8","0,0","385.876.000","136.267.680"
"10:53:11.791, 11 giu 2023","13,2","0,0","385.876.000","60.563.328"
"10:53:12.792, 11 giu 2023","12,3","0,0","385.876.000","237.139.000"
"10:53:13.793, 11 giu 2023","12,4","0,0","385.876.000","201.275.288"
"10:53:14.794, 11 giu 2023","13,1","0,0","385.876.000","157.296.160"
"10:53:15.795, 11 giu 2023","12,0","0,0","385.876.000","262.181.360"
"10:53:16.796, 11 giu 2023","12,8","0,0","385.876.000","226.959.616"
"10:53:17.797, 11 giu 2023","12,5","0,0","385.876.000","164.863.408"
"10:53:18.798, 11 giu 2023","14,3","0,0","385.876.000","83.410.096"
"10:53:19.799, 11 giu 2023","12,8","0,0","385.876.000","213.262.976"
"10:53:20.800, 11 giu 2023","12,7","0,0","385.876.000","244.490.048"
"10:53:21.801, 11 giu 2023","12,2","0,1","385.876.000","106.194.080"
"10:53:22.802, 11 giu 2023","12,6","0,0","385.876.000","202.552.192"
"10:53:23.803, 11 giu 2023","14,4","0,1","385.876.000","68.458.304"
"10:53:24.803, 11 giu 2023","12,2","0,0","385.876.000","181.587.968"
"10:53:25.804, 11 giu 2023","12,2","0,1","385.876.000","68.235.600"
"10:53:26.806, 11 giu 2023","13,0","0,0","385.876.000","192.070.400"
"10:53:27.842, 11 giu 2023","12,0","0,0","385.876.000","114.351.888"
"10:53:28.841, 11 giu 2023","12,4","0,0","385.876.000","62.377.664"
"10:53:29.921, 11 giu 2023","13,4","0,0","385.876.000","197.876.832"
"10:53:30.951, 11 giu 2023","12,0","0,0","385.876.000","160.856.152"
"10:53:31.812, 11 giu 2023","12,9","0,0","385.876.000","222.825.856"
"10:53:32.813, 11 giu 2023","12,0","0,0","385.876.000","95.872.512"
"10:53:33.814, 11 giu 2023","12,2","0,0","385.876.000","242.999.440"
"10:53:34.815, 11 giu 2023","15,9","0,1","385.876.000","144.460.032"
"10:53:35.817, 11 giu 2023","12,0","0,1","385.876.000","54.426.744"
"10:53:36.819, 11 giu 2023","14,0","0,0","385.876.000","192.454.896"
"10:53:37.821, 11 giu 2023","13,5","0,1","385.876.000","113.004.480"
"10:53:38.822, 11 giu 2023","12,6","0,0","385.876.000","259.797.248"
"10:53:39.824, 11 giu 2023","12,2","0,1","385.876.000","167.645.912"
"10:53:40.825, 11 giu 2023","14,9","0,1","385.876.000","93.989.648"
"10:53:41.826, 11 giu 2023","13,0","0,0","385.876.000","257.690.304"
"10:53:42.828, 11 giu 2023","12,4","0,1","385.876.000","140.121.192"
"10:53:43.830, 11 giu 2023","12,2","0,0","385.876.000","58.364.936"
"10:53:44.831, 11 giu 2023","12,4","0,0","385.876.000","205.168.208"
"10:53:45.832, 11 giu 2023","14,4","0,0","385.876.000","159.790.496"
"10:53:46.834, 11 giu 2023","12,2","0,0","385.876.000","124.246.624"
"10:53:47.836, 11 giu 2023","13,5","0,0","385.876.000","90.258.760"
"10:53:48.840, 11 giu 2023","13,3","0,1","385.876.000","55.038.816"
"10:53:49.841, 11 giu 2023","12,1","0,0","385.876.000","235.300.528"
"10:53:51.047, 11 giu 2023","12,3","0,1","385.876.000","59.727.496"
"10:53:51.843, 11 giu 2023","13,2","0,0","385.876.000","170.837.184"
"10:53:52.844, 11 giu 2023","12,2","0,0","385.876.000","129.423.224"
"10:53:53.845, 11 giu 2023","13,5","0,0","385.876.000","84.611.184"
"10:53:54.846, 11 giu 2023","13,4","0,0","385.876.000","264.071.368"
"10:53:55.847, 11 giu 2023","12,8","0,0","385.876.000","193.198.592"
"10:53:56.849, 11 giu 2023","12,2","0,0","385.876.000","117.423.064"
"10:53:57.850, 11 giu 2023","13,0","0,0","385.876.000","58.633.632"
"10:53:58.851, 11 giu 2023","12,0","0,0","385.876.000","203.150.088"
"10:53:59.853, 11 giu 2023","12,6","0,0","385.876.000","99.920.184"
"10:54:00.855, 11 giu 2023","12,4","0,0","385.876.000","263.329.856"
"10:54:01.856, 11 giu 2023","12,2","0,0","385.876.000","188.039.176"
"10:54:02.858, 11 giu 2023","12,2","0,0","385.876.000","123.325.784"
"10:54:03.859, 11 giu 2023","13,0","0,0","385.876.000","81.190.640"
"10:54:04.860, 11 giu 2023","12,4","0,0","385.876.000","228.910.464"
"10:54:05.862, 11 giu 2023","13,8","0,0","385.876.000","170.896.808"
"10:54:06.863, 11 giu 2023","12,6","0,0","385.876.000","145.926.328"
"10:54:07.864, 11 giu 2023","12,4","0,0","385.876.000","76.489.920"
"10:54:08.865, 11 giu 2023","12,2","0,0","385.876.000","214.857.432"
"10:54:09.866, 11 giu 2023","12,8","0,0","385.876.000","168.405.344"
"10:54:10.868, 11 giu 2023","12,8","0,0","385.876.000","110.565.464"
"10:54:11.869, 11 giu 2023","13,0","0,0","385.876.000","265.987.808"
"10:54:12.870, 11 giu 2023","12,9","0,1","385.876.000","192.763.040"
"10:54:13.871, 11 giu 2023","13,0","0,0","385.876.000","121.876.368"
"10:54:14.872, 11 giu 2023","12,2","0,0","385.876.000","60.949.568"
"10:54:15.873, 11 giu 2023","12,6","0,0","385.876.000","249.872.384"
"10:54:16.874, 11 giu 2023","12,8","0,0","385.876.000","169.036.632"
"10:54:17.875, 11 giu 2023","12,6","0,0","385.876.000","75.894.976"
"10:54:18.876, 11 giu 2023","12,2","0,0","385.876.000","213.163.392"
"10:54:19.877, 11 giu 2023","12,8","0,0","385.876.000","133.352.896"
"10:54:20.878, 11 giu 2023","12,6","0,0","385.876.000","65.725.928"
"10:54:21.879, 11 giu 2023","12,6","0,0","385.876.000","219.298.544"
"10:54:22.880, 11 giu 2023","12,6","0,0","385.876.000","126.837.488"
"10:54:23.881, 11 giu 2023","14,0","0,0","385.876.000","59.330.160"
"10:54:24.923, 11 giu 2023","12,9","0,0","385.876.000","238.388.224"
"10:54:25.958, 11 giu 2023","12,2","0,0","385.876.000","236.269.816"
"10:54:26.884, 11 giu 2023","12,0","0,0","385.876.000","159.740.832"
"10:54:27.886, 11 giu 2023","14,0","0,0","385.876.000","138.996.016"
"10:54:28.887, 11 giu 2023","12,8","0,0","385.876.000","114.111.760"
"10:54:29.888, 11 giu 2023","12,8","0,0","385.876.000","250.352.576"
"10:54:30.889, 11 giu 2023","12,8","0,1","385.876.000","187.240.912"
"10:54:31.890, 11 giu 2023","11,5","0,1","385.876.000","132.634.592"
"10:54:32.891, 11 giu 2023","13,0","0,1","385.876.000","69.747.952"
"10:54:33.891, 11 giu 2023","13,8","0,0","385.876.000","241.845.416"
"10:54:34.893, 11 giu 2023","12,6","0,0","385.876.000","180.033.248"
"10:54:35.894, 11 giu 2023","13,0","0,1","385.876.000","134.245.632"
"10:54:36.895, 11 giu 2023","13,3","0,1","385.876.000","89.907.840"
"10:54:37.897, 11 giu 2023","12,6","0,0","385.876.000","268.380.848"
"10:54:38.898, 11 giu 2023","13,6","0,1","385.876.000","226.221.504"
"10:54:39.899, 11 giu 2023","12,4","0,0","385.876.000","196.959.992"
"10:54:40.900, 11 giu 2023","14,7","0,0","385.876.000","85.507.936"
"10:54:41.902, 11 giu 2023","12,0","0,0","385.876.000","188.056.576"
"10:54:42.904, 11 giu 2023","12,6","0,0","385.876.000","123.233.408"
"10:54:43.990, 11 giu 2023","12,9","0,0","385.876.000","91.685.176"
"10:54:45.011, 11 giu 2023","13,7","0,0","385.876.000","257.456.480"
"10:54:45.907, 11 giu 2023","12,6","0,1","385.876.000","154.599.120"
"10:54:46.907, 11 giu 2023","14,5","0,0","385.876.000","93.579.728"
"10:54:47.908, 11 giu 2023","13,2","0,0","385.876.000","265.639.344"
"10:54:48.910, 11 giu 2023","12,4","0,0","385.876.000","187.154.480"
"10:54:49.911, 11 giu 2023","14,0","0,0","385.876.000","115.849.856"
"10:54:50.912, 11 giu 2023","13,6","0,0","385.876.000","248.772.672"
"10:54:51.913, 11 giu 2023","12,6","0,1","385.876.000","175.565.768"
"10:54:52.914, 11 giu 2023","12,8","0,1","385.876.000","125.329.280"
"10:54:53.915, 11 giu 2023","12,8","0,0","385.876.000","271.273.864"
"10:54:54.916, 11 giu 2023","12,6","0,0","385.876.000","242.997.384"
"10:54:55.917, 11 giu 2023","12,0","0,0","385.876.000","222.245.312"
"10:54:56.918, 11 giu 2023","12,2","0,0","385.876.000","213.828.960"
"10:54:57.920, 11 giu 2023","12,6","0,0","385.876.000","192.916.600"
"10:54:58.921, 11 giu 2023","13,0","0,0","385.876.000","139.734.528"
"10:54:59.922, 11 giu 2023","12,6","0,1","385.876.000","89.726.448"
"10:55:00.923, 11 giu 2023","12,8","0,0","385.876.000","226.189.280"
"10:55:01.924, 11 giu 2023","12,4","0,0","385.876.000","154.912.352"
"10:55:02.925, 11 giu 2023","14,0","0,1","385.876.000","87.802.816"
"10:55:03.926, 11 giu 2023","12,4","0,0","385.876.000","247.183.072"
"10:55:04.928, 11 giu 2023","12,8","0,0","385.876.000","168.093.752"
"10:55:05.930, 11 giu 2023","14,5","0,0","385.876.000","110.884.976"
"10:55:06.932, 11 giu 2023","12,4","0,0","385.876.000","276.425.720"
"10:55:07.933, 11 giu 2023","12,2","0,0","385.876.000","226.240.256"
"10:55:08.935, 11 giu 2023","13,2","0,0","385.876.000","140.298.720"
"10:55:09.936, 11 giu 2023","12,3","0,0","385.876.000","102.132.096"
"10:55:10.937, 11 giu 2023","12,2","0,0","385.876.000","223.267.808"
"10:55:11.938, 11 giu 2023","14,3","0,0","385.876.000","120.664.072"
"10:55:12.939, 11 giu 2023","12,2","0,0","385.876.000","273.924.096"
"10:55:13.941, 11 giu 2023","12,6","0,0","385.876.000","228.438.384"
"10:55:14.943, 11 giu 2023","12,2","0,0","385.876.000","134.510.472"
"10:55:15.944, 11 giu 2023","12,8","0,1","385.876.000","69.938.848"
"10:55:17.088, 11 giu 2023","12,5","0,1","385.876.000","70.129.040"
"10:55:17.947, 11 giu 2023","14,6","0,0","385.876.000","172.779.360"
"10:55:18.949, 11 giu 2023","13,5","0,1","385.876.000","105.672.512"
"10:55:19.951, 11 giu 2023","13,1","0,0","385.876.000","264.549.248"
"10:55:20.952, 11 giu 2023","14,1","0,0","385.876.000","156.135.832"
"10:55:21.953, 11 giu 2023","12,4","0,1","385.876.000","90.911.424"
"10:55:22.954, 11 giu 2023","12,2","0,0","385.876.000","265.119.136"
"10:55:23.955, 11 giu 2023","13,2","0,0","385.876.000","215.168.512"
"10:55:24.956, 11 giu 2023","13,2","0,0","385.876.000","188.049.632"
"10:55:25.957, 11 giu 2023","12,0","0,0","385.876.000","150.404.864"
"10:55:26.958, 11 giu 2023","12,6","0,0","385.876.000","115.155.720"
"10:55:28.033, 11 giu 2023","13,9","0,0","385.876.000","114.097.664"
"10:55:29.001, 11 giu 2023","12,6","0,0","385.876.000","254.625.488"
"10:55:29.962, 11 giu 2023","12,8","0,0","385.876.000","165.841.120"
"10:55:30.963, 11 giu 2023","13,1","0,0","385.876.000","68.558.832"
"10:55:31.964, 11 giu 2023","12,2","0,0","385.876.000","229.212.192"
"10:55:32.965, 11 giu 2023","12,2","0,0","385.876.000","151.726.096"
"10:55:33.966, 11 giu 2023","12,6","0,0","385.876.000","95.581.592"
"10:55:34.968, 11 giu 2023","14,1","0,0","385.876.000","239.245.344"
"10:55:35.969, 11 giu 2023","13,0","0,0","385.876.000","147.126.456"
"10:55:36.970, 11 giu 2023","12,6","0,0","385.876.000","63.202.192"
"10:55:37.971, 11 giu 2023","12,4","0,0","385.876.000","226.705.432"
"10:55:38.972, 11 giu 2023","14,0","0,0","385.876.000","178.202.304"
"10:55:39.974, 11 giu 2023","13,6","0,1","385.876.000","106.223.896"
"10:55:40.976, 11 giu 2023","14,6","0,0","385.876.000","251.151.728"
"10:55:41.978, 11 giu 2023","13,9","0,0","385.876.000","183.957.352"
"10:55:42.979, 11 giu 2023","12,4","0,0","385.876.000","118.850.560"
"10:55:43.980, 11 giu 2023","12,6","0,0","385.876.000","53.838.848"
"10:55:44.982, 11 giu 2023","12,2","0,0","385.876.000","150.413.376"
"10:55:45.983, 11 giu 2023","14,4","0,0","385.876.000","55.985.632"
"10:55:46.985, 11 giu 2023","11,8","0,0","385.876.000","139.750.656"
"10:55:47.986, 11 giu 2023","12,5","0,0","385.876.000","63.679.312"
"10:55:48.987, 11 giu 2023","12,4","0,0","385.876.000","229.367.288"
"10:55:49.988, 11 giu 2023","12,7","0,0","385.876.000","166.102.304"
"10:55:50.989, 11 giu 2023","12,7","0,0","385.876.000","127.239.168"
"10:55:51.990, 11 giu 2023","12,4","0,0","385.876.000","108.460.112"
"10:55:52.992, 11 giu 2023","14,3","0,0","385.876.000","65.753.496"
"10:55:53.993, 11 giu 2023","12,2","0,0","385.876.000","195.885.064"
"10:55:54.994, 11 giu 2023","14,0","0,0","385.876.000","109.024.320"
"10:55:55.995, 11 giu 2023","12,2","0,0","385.876.000","234.816.192"
"10:55:56.996, 11 giu 2023","12,6","0,1","385.876.000","172.369.840"
"10:55:57.997, 11 giu 2023","13,5","0,1","385.876.000","105.098.496"
"10:55:58.999, 11 giu 2023","12,6","0,0","385.876.000","52.900.256"
"10:56:00.000, 11 giu 2023","12,2","0,0","385.876.000","232.188.208"
"10:56:01.001, 11 giu 2023","13,2","0,0","385.876.000","136.230.664"
"10:56:02.002, 11 giu 2023","12,6","0,0","385.876.000","106.432.480"
"10:56:03.003, 11 giu 2023","14,2","0,0","385.876.000","93.990.400"
"10:56:04.004, 11 giu 2023","13,2","0,0","385.876.000","272.145.376"
"10:56:05.005, 11 giu 2023","12,4","0,0","385.876.000","182.758.144"
"10:56:06.006, 11 giu 2023","12,6","0,0","385.876.000","96.676.600"
"10:56:07.007, 11 giu 2023","13,0","0,0","385.876.000","230.989.248"
"10:56:08.008, 11 giu 2023","13,0","0,0","385.876.000","188.718.496"
"10:56:09.009, 11 giu 2023","12,2","0,0","385.876.000","234.416.448"
"10:56:10.010, 11 giu 2023","12,0","0,0","385.876.000","139.338.936"
"10:56:11.011, 11 giu 2023","14,0","0,1","385.876.000","69.365.992"
"10:56:12.013, 11 giu 2023","12,8","0,0","385.876.000","243.784.256"
"10:56:13.015, 11 giu 2023","12,0","0,0","385.876.000","188.324.864"
"10:56:14.015, 11 giu 2023","12,4","0,1","385.876.000","117.819.928"
"10:56:15.016, 11 giu 2023","13,3","0,0","385.876.000","58.103.736"
"10:56:16.018, 11 giu 2023","13,2","0,0","385.876.000","261.638.768"
"10:56:17.019, 11 giu 2023","13,6","0,1","385.876.000","240.780.024"
"10:56:18.020, 11 giu 2023","13,6","0,1","385.876.000","209.528.976"
"10:56:19.021, 11 giu 2023","12,4","0,1","385.876.000","175.772.968"
"10:56:20.022, 11 giu 2023","12,2","0,1","385.876.000","142.322.720"
"10:56:21.023, 11 giu 2023","13,0","0,1","385.876.000","98.284.448"
"10:56:22.025, 11 giu 2023","12,2","0,0","385.876.000","244.986.880"
"10:56:23.026, 11 giu 2023","14,0","0,0","385.876.000","95.077.008"
"10:56:24.027, 11 giu 2023","12,2","0,0","385.876.000","272.177.968"
"10:56:25.029, 11 giu 2023","13,0","0,0","385.876.000","241.792.976"
"10:56:26.031, 11 giu 2023","12,2","0,0","385.876.000","155.949.856"
"10:56:27.032, 11 giu 2023","13,6","0,0","385.876.000","275.543.488"
"10:56:28.033, 11 giu 2023","13,8","0,0","385.876.000","202.206.344"
"10:56:29.034, 11 giu 2023","13,0","0,0","385.876.000","136.152.896"
"10:56:30.036, 11 giu 2023","12,2","0,0","385.876.000","98.053.088"
"10:56:31.038, 11 giu 2023","12,0","0,0","385.876.000","81.252.496"
"10:56:32.040, 11 giu 2023","12,6","0,0","385.876.000","223.807.280"
"10:56:33.041, 11 giu 2023","13,0","0,0","385.876.000","192.250.880"
"10:56:34.042, 11 giu 2023","13,3","0,0","385.876.000","179.665.072"
"10:56:35.044, 11 giu 2023","14,0","0,0","385.876.000","71.008.576"
"10:56:36.045, 11 giu 2023","14,2","0,0","385.876.000","189.258.816"
"10:56:37.046, 11 giu 2023","13,5","0,1","385.876.000","111.079.112"
"10:56:38.047, 11 giu 2023","14,0","0,0","385.876.000","78.048.720"
"10:56:39.048, 11 giu 2023","12,0","0,0","385.876.000","257.813.888"
"10:56:40.049, 11 giu 2023","13,2","0,0","385.876.000","167.288.800"
"10:56:41.050, 11 giu 2023","13,4","0,0","385.876.000","54.499.664"
"10:56:42.052, 11 giu 2023","12,3","0,0","385.876.000","205.703.048"
"10:56:43.053, 11 giu 2023","12,0","0,0","385.876.000","260.236.224"
"10:56:44.055, 11 giu 2023","14,4","0,1","385.876.000","82.008.768"
"10:56:45.058, 11 giu 2023","13,7","0,0","385.876.000","178.602.648"
"10:56:46.058, 11 giu 2023","14,7","0,1","385.876.000","56.842.688"
"10:56:47.059, 11 giu 2023","14,4","0,0","385.876.000","161.698.944"
"10:56:48.061, 11 giu 2023","12,2","0,0","385.876.000","273.752.576"
"10:56:49.062, 11 giu 2023","12,2","0,0","385.876.000","202.480.080"
"10:56:50.064, 11 giu 2023","12,4","0,0","385.876.000","144.971.968"
"10:56:51.066, 11 giu 2023","12,4","0,0","385.876.000","81.813.184"
"10:56:52.067, 11 giu 2023","13,4","0,0","385.876.000","194.630.512"
"10:56:53.069, 11 giu 2023","13,4","0,0","385.876.000","115.525.760"
"10:56:54.080, 11 giu 2023","12,4","0,0","385.876.000","209.192.208"
"10:56:55.118, 11 giu 2023","12,6","0,0","385.876.000","143.637.456"
"10:56:56.073, 11 giu 2023","12,4","0,0","385.876.000","55.367.000"
"10:56:57.074, 11 giu 2023","12,2","0,0","385.876.000","204.442.320"
"10:56:58.076, 11 giu 2023","12,2","0,0","385.876.000","146.521.456"
"10:56:59.077, 11 giu 2023","13,0","0,0","385.876.000","76.907.520"
"10:57:00.078, 11 giu 2023","13,0","0,0","385.876.000","249.907.632"
"10:57:01.079, 11 giu 2023","12,2","0,0","385.876.000","169.606.624"
"10:57:02.081, 11 giu 2023","13,2","0,0","385.876.000","277.722.960"
"10:57:03.082, 11 giu 2023","12,2","0,0","385.876.000","245.624.064"
"10:57:04.084, 11 giu 2023","12,2","0,0","385.876.000","197.374.672"
"10:57:05.086, 11 giu 2023","12,2","0,0","385.876.000","117.329.408"
"10:57:06.088, 11 giu 2023","14,2","0,0","385.876.000","238.566.136"
"10:57:07.089, 11 giu 2023","13,1","0,1","385.876.000","159.189.288"
"10:57:08.091, 11 giu 2023","12,4","0,0","385.876.000","85.702.432"
"10:57:09.099, 11 giu 2023","12,4","0,0","385.876.000","225.805.312"
"10:57:10.094, 11 giu 2023","14,0","0,0","385.876.000","118.524.008"
"10:57:11.095, 11 giu 2023","13,2","0,0","385.876.000","64.187.056"
"10:57:12.096, 11 giu 2023","12,5","0,0","385.876.000","221.523.520"
"10:57:13.097, 11 giu 2023","13,0","0,0","385.876.000","151.275.264"
"10:57:14.099, 11 giu 2023","12,2","0,0","385.876.000","96.732.992"
"10:57:15.100, 11 giu 2023","12,8","0,0","385.876.000","268.297.536"
"10:57:16.101, 11 giu 2023","12,8","0,0","385.876.000","193.396.000"
"10:57:17.102, 11 giu 2023","12,4","0,0","385.876.000","112.207.616"
"10:57:18.104, 11 giu 2023","12,6","0,0","385.876.000","52.770.000"
"10:57:19.106, 11 giu 2023","12,2","0,0","385.876.000","232.239.736"
"10:57:20.106, 11 giu 2023","12,4","0,0","385.876.000","203.043.840"
"10:57:21.107, 11 giu 2023","13,3","0,0","385.876.000","118.689.376"
"10:57:22.108, 11 giu 2023","13,0","0,0","385.876.000","267.687.744"
"10:57:23.109, 11 giu 2023","12,0","0,0","385.876.000","239.886.528"
"10:57:24.110, 11 giu 2023","12,2","0,0","385.876.000","205.438.928"
"10:57:25.111, 11 giu 2023","13,1","0,1","385.876.000","163.516.000"
"10:57:26.112, 11 giu 2023","13,2","0,1","385.876.000","115.081.152"
"10:57:27.112, 11 giu 2023","12,2","0,0","385.876.000","233.779.968"
"10:57:28.113, 11 giu 2023","12,0","0,0","385.876.000","133.261.480"
"10:57:29.114, 11 giu 2023","12,6","0,0","385.876.000","265.283.168"
"10:57:30.115, 11 giu 2023","12,2","0,0","385.876.000","181.286.920"
"10:57:31.116, 11 giu 2023","14,0","0,0","385.876.000","97.314.048"
"10:57:32.117, 11 giu 2023","12,2","0,0","385.876.000","225.973.648"
"10:57:33.118, 11 giu 2023","14,4","0,0","385.876.000","165.147.000"
"10:57:34.119, 11 giu 2023","12,1","0,0","385.876.000","266.957.648"
"10:57:35.121, 11 giu 2023","12,2","0,1","385.876.000","161.313.536"
"10:57:36.123, 11 giu 2023","13,6","0,1","385.876.000","66.949.640"
"10:57:37.125, 11 giu 2023","13,0","0,0","385.876.000","197.182.984"
"10:57:38.126, 11 giu 2023","12,2","0,0","385.876.000","125.570.976"
"10:57:39.127, 11 giu 2023","12,2","0,0","385.876.000","98.033.480"
"10:57:40.129, 11 giu 2023","13,2","0,0","385.876.000","262.288.128"
"10:57:41.131, 11 giu 2023","12,2","0,0","385.876.000","227.985.904"
"10:57:42.133, 11 giu 2023","12,4","0,0","385.876.000","176.027.744"
"10:57:43.134, 11 giu 2023","13,2","0,0","385.876.000","140.418.560"
"10:57:44.136, 11 giu 2023","12,6","0,0","385.876.000","97.560.328"
"10:57:45.138, 11 giu 2023","12,2","0,0","385.876.000","70.391.624"
"10:57:46.139, 11 giu 2023","13,0","0,0","385.876.000","206.681.072"
"10:57:47.140, 11 giu 2023","12,2","0,0","385.876.000","127.418.832"
"10:57:48.141, 11 giu 2023","12,2","0,0","385.876.000","53.838.848"
"10:57:49.142, 11 giu 2023","12,2","0,0","385.876.000","238.675.464"
"10:57:50.144, 11 giu 2023","13,2","0,0","385.876.000","207.302.336"
"10:57:51.145, 11 giu 2023","12,0","0,0","385.876.000","184.184.448"
"10:57:52.146, 11 giu 2023","13,0","0,0","385.876.000","133.252.168"
"10:57:53.148, 11 giu 2023","12,2","0,0","385.876.000","93.469.016"
"10:57:54.149, 11 giu 2023","13,3","0,0","385.876.000","240.172.896"
"10:57:55.150, 11 giu 2023","13,4","0,0","385.876.000","149.644.736"
"10:57:56.151, 11 giu 2023","13,0","0,0","385.876.000","63.543.376"
"10:57:57.153, 11 giu 2023","12,4","0,0","385.876.000","257.395.296"
"10:57:58.155, 11 giu 2023","12,8","0,0","385.876.000","226.209.920"
"10:57:59.156, 11 giu 2023","12,0","0,0","385.876.000","198.870.368"
"10:58:00.157, 11 giu 2023","15,1","0,0","385.876.000","163.226.656"
"10:58:01.158, 11 giu 2023","12,4","0,0","385.876.000","272.920.272"
"10:58:02.159, 11 giu 2023","12,8","0,1","385.876.000","182.942.464"
"10:58:03.160, 11 giu 2023","13,6","0,0","385.876.000","99.032.720"
"10:58:04.162, 11 giu 2023","13,0","0,0","385.876.000","250.068.864"
"10:58:05.164, 11 giu 2023","12,2","0,0","385.876.000","176.525.232"
"10:58:06.165, 11 giu 2023","13,5","0,1","385.876.000","111.153.160"
"10:58:07.166, 11 giu 2023","13,4","0,0","385.876.000","276.997.120"
