"Time [ms]","Size [B]","Used [B]","CPU usage [%]","GC activity [%]"
"20:46:54.683, 10 giu 2023","4.030.726.176","2.498.520.944","12,3","0,0"
"20:46:55.685, 10 giu 2023","4.030.726.176","2.500.618.096","12,2","0,0"
"20:46:56.685, 10 giu 2023","4.030.726.176","2.500.618.096","13,1","0,0"
"20:46:57.686, 10 giu 2023","4.030.726.176","2.500.618.096","12,6","0,0"
"20:46:58.687, 10 giu 2023","4.030.726.176","2.500.618.096","12,2","0,0"
"20:46:59.688, 10 giu 2023","4.030.726.176","2.500.618.096","12,2","0,0"
"20:47:00.690, 10 giu 2023","4.030.726.176","2.500.618.096","12,6","0,0"
"20:47:01.692, 10 giu 2023","4.030.726.176","2.500.618.096","13,0","0,0"
"20:47:02.693, 10 giu 2023","4.030.726.176","2.500.618.096","11,9","0,0"
"20:47:03.694, 10 giu 2023","4.030.726.176","2.502.715.248","13,0","0,0"
"20:47:04.696, 10 giu 2023","4.030.726.176","2.502.715.248","12,2","0,0"
"20:47:05.697, 10 giu 2023","4.030.726.176","2.502.715.248","12,2","0,0"
"20:47:06.699, 10 giu 2023","4.030.726.176","2.502.715.248","13,1","0,0"
"20:47:07.701, 10 giu 2023","4.030.726.176","2.502.715.248","12,2","0,0"
"20:47:08.702, 10 giu 2023","4.030.726.176","2.502.715.248","12,6","0,0"
"20:47:09.703, 10 giu 2023","4.030.726.176","2.502.715.248","12,3","0,0"
"20:47:10.705, 10 giu 2023","4.030.726.176","2.502.715.248","12,5","0,0"
"20:47:11.707, 10 giu 2023","4.030.726.176","2.502.715.248","12,2","0,0"
"20:47:12.709, 10 giu 2023","4.030.726.176","2.504.812.400","13,1","0,0"
"20:47:13.710, 10 giu 2023","4.030.726.176","2.504.812.400","12,3","0,0"
"20:47:14.712, 10 giu 2023","4.030.726.176","2.504.812.400","12,2","0,0"
"20:47:15.713, 10 giu 2023","4.030.726.176","2.504.812.400","12,2","0,0"
"20:47:16.715, 10 giu 2023","4.030.726.176","2.504.812.400","13,0","0,0"
"20:47:17.716, 10 giu 2023","4.030.726.176","2.504.812.400","12,2","0,0"
"20:47:18.718, 10 giu 2023","4.030.726.176","2.504.812.400","12,3","0,0"
"20:47:19.720, 10 giu 2023","4.030.726.176","2.504.812.400","12,3","0,0"
"20:47:20.720, 10 giu 2023","4.030.726.176","2.506.909.552","13,2","0,0"
"20:47:21.721, 10 giu 2023","4.030.726.176","2.506.909.552","12,4","0,0"
"20:47:22.722, 10 giu 2023","4.030.726.176","2.506.909.552","12,3","0,0"
"20:47:23.724, 10 giu 2023","4.030.726.176","2.506.909.552","13,0","0,0"
"20:47:24.725, 10 giu 2023","4.030.726.176","2.506.909.552","12,2","0,0"
"20:47:25.726, 10 giu 2023","4.030.726.176","2.506.909.552","12,3","0,0"
"20:47:26.727, 10 giu 2023","4.030.726.176","2.506.909.552","12,2","0,0"
"20:47:27.729, 10 giu 2023","4.030.726.176","2.506.909.552","13,1","0,0"
"20:47:28.729, 10 giu 2023","4.030.726.176","2.506.909.552","12,0","0,0"
"20:47:29.731, 10 giu 2023","4.030.726.176","2.509.006.704","12,6","0,0"
"20:47:30.731, 10 giu 2023","4.030.726.176","2.509.006.704","12,2","0,0"
"20:47:31.732, 10 giu 2023","4.030.726.176","2.509.006.704","12,0","0,0"
"20:47:32.733, 10 giu 2023","4.030.726.176","2.509.006.704","13,3","0,0"
"20:47:33.734, 10 giu 2023","4.030.726.176","2.509.006.704","12,2","0,0"
"20:47:34.736, 10 giu 2023","4.030.726.176","2.509.006.704","12,4","0,0"
"20:47:35.738, 10 giu 2023","4.030.726.176","2.509.006.704","12,3","0,0"
"20:47:36.739, 10 giu 2023","4.030.726.176","2.509.006.704","13,0","0,0"
"20:47:37.740, 10 giu 2023","4.030.726.176","2.511.103.856","12,4","0,0"
"20:47:38.741, 10 giu 2023","4.030.726.176","2.511.103.856","12,7","0,0"
"20:47:39.743, 10 giu 2023","4.030.726.176","2.511.103.856","11,8","0,0"
"20:47:40.745, 10 giu 2023","4.030.726.176","2.511.103.856","13,0","0,0"
"20:47:41.747, 10 giu 2023","4.030.726.176","2.511.103.856","12,5","0,0"
"20:47:42.748, 10 giu 2023","4.030.726.176","2.511.103.856","12,3","0,0"
"20:47:43.749, 10 giu 2023","4.030.726.176","2.511.103.856","12,3","0,0"
"20:47:44.751, 10 giu 2023","4.030.726.176","2.511.103.856","12,3","0,0"
"20:47:45.752, 10 giu 2023","4.030.726.176","2.511.103.856","12,4","0,0"
"20:47:46.753, 10 giu 2023","4.030.726.176","2.513.201.008","13,0","0,0"
"20:47:47.755, 10 giu 2023","4.030.726.176","2.513.201.008","12,2","0,0"
"20:47:48.757, 10 giu 2023","4.030.726.176","2.513.201.008","12,5","0,0"
"20:47:49.758, 10 giu 2023","4.030.726.176","2.513.201.008","13,0","0,0"
"20:47:50.759, 10 giu 2023","4.030.726.176","2.513.201.008","12,2","0,0"
"20:47:51.760, 10 giu 2023","4.030.726.176","2.513.201.008","12,3","0,0"
"20:47:52.762, 10 giu 2023","4.030.726.176","2.513.201.008","12,2","0,0"
"20:47:53.764, 10 giu 2023","4.030.726.176","2.513.201.008","12,3","0,0"
"20:47:54.766, 10 giu 2023","4.030.726.176","2.515.298.160","13,1","0,0"
"20:47:55.767, 10 giu 2023","4.030.726.176","2.515.298.160","12,6","0,0"
"20:47:56.769, 10 giu 2023","4.030.726.176","2.515.298.160","12,4","0,0"
"20:47:57.770, 10 giu 2023","4.030.726.176","2.515.298.160","12,2","0,0"
"20:47:58.771, 10 giu 2023","4.030.726.176","2.515.298.160","13,0","0,0"
"20:47:59.772, 10 giu 2023","4.030.726.176","2.515.298.160","12,3","0,0"
"20:48:00.773, 10 giu 2023","4.030.726.176","2.515.298.160","12,2","0,0"
"20:48:01.775, 10 giu 2023","4.030.726.176","2.515.298.160","12,7","0,0"
"20:48:02.776, 10 giu 2023","4.030.726.176","2.515.298.160","12,5","0,0"
"20:48:03.777, 10 giu 2023","4.030.726.176","2.517.395.312","12,3","0,0"
"20:48:04.778, 10 giu 2023","4.030.726.176","2.517.395.312","12,2","0,0"
"20:48:05.779, 10 giu 2023","4.030.726.176","2.517.395.312","13,2","0,0"
"20:48:06.781, 10 giu 2023","4.030.726.176","2.517.395.312","12,2","0,0"
"20:48:07.783, 10 giu 2023","4.030.726.176","2.517.395.312","12,6","0,0"
"20:48:08.784, 10 giu 2023","4.030.726.176","2.517.395.312","12,3","0,0"
"20:48:09.785, 10 giu 2023","4.030.726.176","2.517.395.312","13,1","0,0"
"20:48:10.786, 10 giu 2023","4.030.726.176","2.517.395.312","12,2","0,0"
"20:48:11.787, 10 giu 2023","4.030.726.176","2.519.492.464","12,2","0,0"
"20:48:12.789, 10 giu 2023","4.030.726.176","2.519.492.464","12,2","0,0"
"20:48:13.790, 10 giu 2023","4.030.726.176","2.519.492.464","13,0","0,0"
"20:48:14.792, 10 giu 2023","4.030.726.176","2.519.492.464","12,2","0,0"
"20:48:15.793, 10 giu 2023","4.030.726.176","2.519.492.464","12,4","0,0"
"20:48:16.794, 10 giu 2023","4.030.726.176","2.519.492.464","13,0","0,0"
"20:48:17.796, 10 giu 2023","4.030.726.176","2.519.492.464","12,2","0,0"
"20:48:18.797, 10 giu 2023","4.030.726.176","2.519.492.464","12,2","0,0"
"20:48:19.798, 10 giu 2023","4.030.726.176","2.519.492.464","12,2","0,0"
"20:48:20.799, 10 giu 2023","4.030.726.176","2.521.589.616","13,3","0,0"
"20:48:21.800, 10 giu 2023","4.030.726.176","2.521.589.616","12,2","0,0"
"20:48:22.801, 10 giu 2023","4.030.726.176","2.521.589.616","12,3","0,0"
"20:48:23.803, 10 giu 2023","4.030.726.176","2.521.589.616","12,9","0,0"
"20:48:24.804, 10 giu 2023","4.030.726.176","2.521.589.616","11,9","0,0"
"20:48:25.806, 10 giu 2023","4.030.726.176","2.521.589.616","13,1","0,0"
"20:48:26.807, 10 giu 2023","4.030.726.176","2.521.589.616","12,3","0,0"
"20:48:27.809, 10 giu 2023","4.030.726.176","2.521.589.616","12,2","0,0"
"20:48:28.811, 10 giu 2023","4.030.726.176","2.523.686.768","12,8","0,0"
"20:48:29.811, 10 giu 2023","4.030.726.176","2.523.686.768","12,3","0,0"
"20:48:30.813, 10 giu 2023","4.030.726.176","2.523.686.768","12,2","0,0"
"20:48:31.814, 10 giu 2023","4.030.726.176","2.523.686.768","12,2","0,0"
"20:48:32.816, 10 giu 2023","4.030.726.176","2.523.686.768","13,3","0,0"
"20:48:33.817, 10 giu 2023","4.030.726.176","2.523.686.768","12,3","0,0"
"20:48:34.818, 10 giu 2023","4.030.726.176","2.523.686.768","12,2","0,0"
"20:48:35.819, 10 giu 2023","4.030.726.176","2.523.686.768","12,3","0,0"
"20:48:36.821, 10 giu 2023","4.030.726.176","2.525.783.920","13,1","0,0"
"20:48:37.822, 10 giu 2023","4.030.726.176","2.525.783.920","12,5","0,0"
"20:48:38.823, 10 giu 2023","4.030.726.176","2.525.783.920","12,6","0,0"
"20:48:39.824, 10 giu 2023","4.030.726.176","2.525.783.920","12,5","0,0"
"20:48:40.826, 10 giu 2023","4.030.726.176","2.525.783.920","12,5","0,0"
"20:48:41.827, 10 giu 2023","4.030.726.176","2.525.783.920","12,4","0,0"
"20:48:42.828, 10 giu 2023","4.030.726.176","2.525.783.920","13,0","0,0"
"20:48:43.830, 10 giu 2023","4.030.726.176","2.525.783.920","12,4","0,0"
"20:48:44.832, 10 giu 2023","4.030.726.176","2.525.783.920","12,1","0,0"
"20:48:45.833, 10 giu 2023","4.030.726.176","2.527.881.072","12,3","0,0"
"20:48:46.834, 10 giu 2023","4.030.726.176","2.527.881.072","12,3","0,0"
"20:48:47.836, 10 giu 2023","4.030.726.176","2.527.881.072","12,8","0,0"
"20:48:48.838, 10 giu 2023","4.030.726.176","2.527.881.072","12,5","0,0"
"20:48:49.840, 10 giu 2023","4.030.726.176","2.527.881.072","12,5","0,0"
"20:48:50.841, 10 giu 2023","4.030.726.176","2.527.881.072","13,0","0,0"
"20:48:51.842, 10 giu 2023","4.030.726.176","2.527.881.072","13,0","0,0"
"20:48:52.843, 10 giu 2023","4.030.726.176","2.527.881.072","12,4","0,0"
"20:48:53.844, 10 giu 2023","4.030.726.176","2.529.978.224","12,4","0,0"
"20:48:54.846, 10 giu 2023","4.030.726.176","2.529.978.224","13,5","0,0"
"20:48:55.847, 10 giu 2023","4.030.726.176","2.529.978.224","12,3","0,0"
"20:48:56.848, 10 giu 2023","4.030.726.176","2.529.978.224","12,3","0,0"
"20:48:57.850, 10 giu 2023","4.030.726.176","2.529.978.224","12,3","0,0"
"20:48:58.851, 10 giu 2023","4.030.726.176","2.529.978.224","12,2","0,0"
"20:48:59.852, 10 giu 2023","4.030.726.176","2.529.978.224","13,0","0,0"
"20:49:00.853, 10 giu 2023","4.030.726.176","2.529.978.224","12,3","0,0"
"20:49:01.854, 10 giu 2023","4.030.726.176","2.532.075.376","12,3","0,0"
"20:49:02.856, 10 giu 2023","4.030.726.176","2.532.075.376","12,2","0,0"
"20:49:03.857, 10 giu 2023","4.030.726.176","2.532.075.376","12,6","0,0"
"20:49:04.858, 10 giu 2023","4.030.726.176","2.532.075.376","13,0","0,0"
"20:49:05.858, 10 giu 2023","4.030.726.176","2.532.075.376","12,2","0,0"
"20:49:06.859, 10 giu 2023","4.030.726.176","2.532.075.376","12,2","0,0"
"20:49:07.861, 10 giu 2023","4.030.726.176","2.532.075.376","12,6","0,0"
"20:49:08.862, 10 giu 2023","4.030.726.176","2.532.075.376","13,1","0,0"
"20:49:09.863, 10 giu 2023","4.030.726.176","2.532.075.376","12,2","0,0"
"20:49:10.864, 10 giu 2023","4.030.726.176","2.534.172.528","12,2","0,0"
"20:49:11.865, 10 giu 2023","4.030.726.176","2.534.172.528","12,3","0,0"
"20:49:12.866, 10 giu 2023","4.030.726.176","2.534.172.528","12,3","0,0"
"20:49:13.867, 10 giu 2023","4.030.726.176","2.534.172.528","12,4","0,0"
"20:49:14.868, 10 giu 2023","4.030.726.176","2.534.172.528","12,4","0,0"
"20:49:15.869, 10 giu 2023","4.030.726.176","2.534.172.528","13,0","0,0"
"20:49:16.871, 10 giu 2023","4.030.726.176","2.534.172.528","12,2","0,0"
"20:49:17.872, 10 giu 2023","4.030.726.176","2.534.172.528","12,2","0,0"
"20:49:18.874, 10 giu 2023","4.030.726.176","2.536.269.680","12,2","0,0"
"20:49:19.876, 10 giu 2023","4.030.726.176","2.536.269.680","13,0","0,0"
"20:49:20.877, 10 giu 2023","4.030.726.176","2.536.269.680","12,4","0,0"
"20:49:21.878, 10 giu 2023","4.030.726.176","2.536.269.680","12,2","0,0"
"20:49:22.879, 10 giu 2023","4.030.726.176","2.536.269.680","13,0","0,0"
"20:49:23.881, 10 giu 2023","4.030.726.176","2.536.269.680","12,2","0,0"
"20:49:24.882, 10 giu 2023","4.030.726.176","2.536.269.680","12,3","0,0"
"20:49:25.884, 10 giu 2023","4.030.726.176","2.536.269.680","12,8","0,0"
"20:49:26.885, 10 giu 2023","4.030.726.176","2.538.366.832","12,2","0,0"
"20:49:27.886, 10 giu 2023","4.030.726.176","2.538.366.832","12,2","0,0"
"20:49:28.888, 10 giu 2023","4.030.726.176","2.538.366.832","13,0","0,0"
"20:49:29.889, 10 giu 2023","4.030.726.176","2.538.366.832","12,2","0,0"
"20:49:30.890, 10 giu 2023","4.030.726.176","2.538.366.832","12,2","0,0"
"20:49:31.891, 10 giu 2023","4.030.726.176","2.538.366.832","12,2","0,0"
"20:49:32.892, 10 giu 2023","4.030.726.176","2.538.366.832","13,0","0,0"
"20:49:33.894, 10 giu 2023","4.030.726.176","2.538.366.832","12,7","0,0"
"20:49:34.895, 10 giu 2023","4.030.726.176","2.538.366.832","12,4","0,0"
"20:49:35.896, 10 giu 2023","4.030.726.176","2.540.463.984","12,5","0,0"
"20:49:36.897, 10 giu 2023","4.030.726.176","2.540.463.984","13,1","0,0"
"20:49:37.898, 10 giu 2023","4.030.726.176","2.540.463.984","12,3","0,0"
"20:49:38.899, 10 giu 2023","4.030.726.176","2.540.463.984","12,2","0,0"
"20:49:39.900, 10 giu 2023","4.030.726.176","2.540.463.984","12,2","0,0"
"20:49:40.902, 10 giu 2023","4.030.726.176","2.540.463.984","13,1","0,0"
"20:49:41.903, 10 giu 2023","4.030.726.176","2.540.463.984","12,2","0,0"
"20:49:42.904, 10 giu 2023","4.030.726.176","2.540.463.984","12,2","0,0"
"20:49:43.906, 10 giu 2023","4.030.726.176","2.542.561.136","12,3","0,0"
"20:49:44.907, 10 giu 2023","4.030.726.176","2.542.561.136","13,3","0,0"
